Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_clusters,threshold
Completed,0.6,186,1401,1060,10,0.504
Completed,0.59,172,3820,1597,10,0.686
Completed,0.51,407,4580,3484,1,0.2
Completed,0.54,141,4517,3091,1,0.793
Completed,0.59,226,4814,1496,10,0.402
Completed,0.55,201,4077,2509,1,0.68
Completed,0.6,101,2512,509,1,0.683
Completed,0.57,329,4845,2139,10,0.476
Completed,0.61,306,5000,394,10,0.668
Completed,0.62,272,4627,429,1,0.658
Completed,0.61,89,2340,330,1,0.116
Completed,0.5,392,4634,3683,1,0.001
Completed,0.62,192,1009,302,7,0.962
Completed,0.62,434,3432,209,10,0.999
Completed,0.61,175,755,392,6,0.811
Completed,0.62,188,2761,226,9,0.999
Completed,0.61,187,1081,430,5,0.713
Completed,0.58,233,4039,1833,6,0.001
Completed,0.62,290,3579,294,7,0.999
Completed,0.62,203,837,224,10,0.999
Completed,0.58,130,4007,1979,6,0.891
Completed,0.62,383,2770,120,10,0.999
Completed,0.62,226,3058,247,8,0.999
Completed,0.62,483,3908,206,9,0.999
Completed,0.61,408,4951,238,8,0.999
Completed,0.61,194,892,354,6,0.974
Completed,0.62,339,4840,290,7,0.999
Completed,0.61,189,935,459,4,0.607
Completed,0.62,195,2591,200,10,0.999
Completed,0.58,233,4092,1809,9,0.001
Completed,0.61,476,727,83,10,0.999
Completed,0.62,314,4707,370,6,0.812
Completed,0.61,181,963,386,5,0.795
Completed,0.61,140,666,279,8,0.999
Completed,0.6,846,3666,80,10,0.999
Completed,0.59,128,668,535,4,0.315
Completed,0.6,131,492,424,6,0.717
Completed,0.58,216,4043,1774,4,0.001
Completed,0.58,277,4025,1988,6,0.001
Completed,0.62,896,3084,108,10,0.999
Completed,0.58,383,3998,1751,10,0.001
Completed,0.58,176,3966,1935,6,0.999
Completed,0.61,178,1666,727,1,0.737
Completed,0.6,192,5000,1238,1,0.834
Completed,0.62,208,4880,534,1,0.001
Completed,0.58,290,4902,1804,10,0.292
Completed,0.58,134,4457,1749,1,0.861
Completed,0.61,278,4784,788,1,0.627
Completed,0.62,321,4883,430,1,0.165
Completed,0.58,146,4050,1894,1,0.55
Completed,0.59,127,700,651,1,0.814
Completed,0.57,165,4842,2079,1,0.999
Completed,0.6,206,4421,1366,1,0.254
Completed,0.59,147,4885,1855,1,0.183
Completed,0.61,227,4900,696,1,0.804
Completed,0.61,204,1544,639,1,0.855
Completed,0.6,853,3129,48,1,0.001
Completed,0.61,293,1194,696,10,0.001
Completed,0.59,242,4477,1395,10,0.819
Completed,0.61,230,1526,727,10,0.86
Completed,0.6,231,1517,1009,1,0.167
Completed,0.53,215,4677,2761,1,0.806
Completed,0.62,336,4216,446,10,0.209
Completed,0.59,138,4789,1882,1,0.662
Completed,0.61,185,1566,838,1,0.65
Completed,0.6,170,969,633,10,0.691
Completed,0.61,174,1338,750,10,0.74
Completed,0.58,257,1515,1364,10,0.217
Completed,0.61,214,3806,717,10,0.928
Completed,0.61,221,1484,567,5,0.062
Completed,0.61,202,1159,423,10,0.857
Completed,0.59,167,1401,915,6,0.364
Completed,0.61,110,513,294,1,0.292
Completed,0.59,138,4957,1771,5,0.494
Completed,0.62,292,4704,517,6,0.052
Completed,0.62,244,1556,656,6,0.262
Completed,0.61,294,1153,532,6,0.001
Completed,0.57,279,4226,2281,5,0.617
Completed,0.54,322,4066,2526,5,0.585
Completed,0.62,160,465,178,1,0.586
Completed,0.6,173,1327,871,4,0.333
Completed,0.58,142,5000,1772,6,0.637
Completed,0.62,357,3823,410,10,0.001
Completed,0.58,293,1487,1505,6,0.388
Completed,0.61,132,586,339,10,0.847
Completed,0.57,278,4866,2017,5,0.548
Completed,0.6,246,4667,836,7,0.407
Completed,0.61,206,1265,537,4,0.09
Completed,0.62,294,5000,535,5,0.001
Completed,0.59,148,1442,1121,6,0.43
Completed,0.61,277,3899,401,10,0.846
Completed,0.6,217,5000,1233,7,0.512
Completed,0.54,393,1665,2667,6,0.595
Completed,0.52,299,1699,2833,4,0.706
Completed,0.59,221,4917,1640,5,0.354
Completed,0.62,316,3922,587,6,0.226
Completed,0.57,165,801,896,7,0.417
Completed,0.61,302,965,221,1,0.609
Completed,0.61,184,1265,721,7,0.999
Completed,0.62,159,2625,255,1,0.001
Completed,0.61,315,4256,301,1,0.001
Completed,0.61,156,1266,552,1,0.603
Completed,0.62,167,2768,297,10,0.782
Completed,0.61,143,482,222,1,0.001
Completed,0.61,146,2657,265,1,0.616
Completed,0.6,329,4264,769,1,0.001
Completed,0.61,314,986,295,10,0.804
Completed,0.62,499,4810,293,1,0.001
Completed,0.61,154,2611,236,1,0.192
Completed,0.61,265,4232,670,10,0.999
Completed,0.61,140,528,226,1,0.304
Completed,0.61,226,4304,590,1,0.546
Completed,0.61,170,529,275,10,0.817
Completed,0.62,219,1035,345,2,0.746
Completed,0.61,213,1548,583,1,0.411
Completed,0.61,183,1172,559,7,0.999
Completed,0.62,198,1054,303,1,0.001
Completed,0.61,240,5000,678,1,0.001
Completed,0.62,162,437,166,1,0.001
Completed,0.61,209,4260,665,7,0.723
Completed,0.62,266,3599,284,1,0.001
Completed,0.61,257,2615,199,1,0.001
Completed,0.62,226,5000,719,3,0.326
Completed,0.62,157,2645,229,1,0.795
Completed,0.61,367,4211,274,1,0.669
Completed,0.6,270,4249,1127,10,0.999
Completed,0.62,195,2573,265,10,0.8
Completed,0.62,394,3709,409,5,0.001
Completed,0.62,257,4330,585,7,0.999
Completed,0.61,138,514,261,5,0.595
Completed,0.61,179,1055,426,1,0.43
Completed,0.61,159,1555,890,10,0.999
Completed,0.59,175,4940,1553,1,0.999
Completed,0.61,171,1095,465,1,0.999
Completed,0.63,176,409,139,10,0.999
Completed,0.61,159,1541,767,4,0.999
Completed,0.61,194,4480,989,1,0.999
Completed,0.58,137,4018,1775,10,0.999
Completed,0.58,147,4991,1474,1,0.538
Completed,0.61,129,526,406,1,0.395
Completed,0.61,177,5000,884,10,0.999
Completed,0.59,139,5000,1348,1,0.999
Completed,0.62,319,3641,515,10,0.001
Completed,0.61,556,4800,157,1,0.575
Completed,0.61,217,4917,550,3,0.999
Completed,0.61,153,1120,559,3,0.999
Completed,0.59,152,5000,1340,4,0.999
Completed,0.61,279,5000,748,5,0.001
Completed,0.61,241,5000,973,1,0.999
Completed,0.61,278,3581,518,1,0.001
Completed,0.62,141,479,217,5,0.999
Completed,0.58,147,4228,1767,5,0.999
Completed,0.62,242,1091,465,1,0.001
Completed,0.61,314,4534,1022,4,0.001
Completed,0.6,324,1562,868,10,0.001
Completed,0.59,270,4285,1538,10,0.999
Completed,0.62,262,408,84,1,0.999
Completed,0.6,195,1514,1012,5,0.416
Completed,0.62,202,2484,156,1,0.486
Completed,0.62,161,443,139,1,0.305
Completed,0.62,243,3682,428,10,0.999
Completed,0.62,150,432,175,10,0.999
Completed,0.62,163,2977,337,10,0.999
Completed,0.62,172,1058,334,1,0.483
Completed,0.61,186,1573,627,3,0.999
Completed,0.61,129,2369,190,10,0.999
Completed,0.53,84,2105,364,10,0.999
Completed,0.61,213,429,120,1,0.999
Completed,0.62,183,445,154,10,0.999
Completed,0.62,148,437,205,8,0.999
Completed,0.62,174,491,235,4,0.001
Completed,0.61,118,416,229,7,0.745
Completed,0.61,243,3694,448,8,0.999
Completed,0.62,229,4599,523,1,0.999
Completed,0.62,138,455,248,3,0.495
Completed,0.61,191,3058,386,9,0.999
Completed,0.62,272,1011,309,7,0.582
Completed,0.62,228,4554,475,1,0.999
Completed,0.62,89,2272,223,7,0.999
Completed,0.62,135,429,192,10,0.999
Completed,0.61,134,2385,239,7,0.528
Completed,0.61,231,2897,261,5,0.572
Completed,0.62,143,427,222,10,0.676
Completed,0.62,152,453,252,7,0.645
Completed,0.62,202,1015,277,3,0.387
Completed,0.61,162,1163,485,3,0.999
Completed,0.62,252,3431,390,10,0.999
Completed,0.62,154,482,218,4,0.366
Completed,0.62,156,570,223,8,0.715
Completed,0.55,132,4774,2250,1,0.999
Completed,0.57,145,1647,1858,8,0.836
Completed,0.63,192,2338,98,1,0.999
Completed,0.58,144,1674,1809,2,0.694
Completed,0.54,169,4290,3229,1,0.999
Completed,0.57,151,1676,1968,1,0.999
Completed,0.57,241,3764,1952,10,0.001
Completed,0.59,291,3725,1232,10,0.001
Completed,0.59,112,1583,1141,1,0.999
Completed,0.59,139,4519,1428,1,0.999
Completed,0.58,206,1570,1357,6,0.999
Completed,0.59,168,5000,1213,6,0.999
Completed,0.57,136,1657,1884,10,0.999
Completed,0.55,157,4309,2947,1,0.999
Completed,0.57,233,1641,1947,10,0.318
Completed,0.58,134,4156,2125,5,0.999
Completed,0.58,149,1682,1714,4,0.999
Completed,0.56,184,1702,2095,8,0.999
Completed,0.58,168,4405,1840,7,0.978
Completed,0.55,126,1690,2122,4,0.999
Completed,0.58,114,1582,1736,7,0.718
Completed,0.58,127,1702,1836,1,0.999
Completed,0.55,160,1736,2249,1,0.999
Completed,0.58,141,1620,1405,3,0.999
Completed,0.58,160,1585,1180,3,0.999
Completed,0.57,148,1609,1857,8,0.999
Completed,0.59,135,1626,1440,1,0.999
Completed,0.54,217,4325,2602,1,0.999
Completed,0.59,355,4308,1573,10,0.001
Completed,0.58,284,1516,1202,10,0.001
Completed,0.61,184,1510,840,7,0.999
Completed,0.58,238,4285,1658,10,0.999
Completed,0.58,294,4885,1724,1,0.001
Completed,0.6,191,1551,1129,3,0.645
Completed,0.62,154,2343,128,1,0.999
Completed,0.61,144,2355,170,1,0.053
Completed,0.61,190,1392,810,5,0.655
Completed,0.61,170,5000,1272,10,0.999
Completed,0.6,193,4465,1140,4,0.999
Completed,0.59,238,1591,1229,1,0.001
Completed,0.6,191,1438,960,10,0.999
Completed,0.59,158,4834,1642,4,0.999
Completed,0.59,183,4565,1519,1,0.001
Completed,0.6,177,1093,736,6,0.428
Completed,0.6,170,1505,860,5,0.999
Completed,0.59,138,1521,1135,7,0.788
Completed,0.61,133,1285,734,3,0.72
Completed,0.6,218,4484,1078,2,0.696
Completed,0.61,160,5000,815,6,0.999
Completed,0.6,230,4468,1105,1,0.001
Completed,0.59,164,1613,1301,1,0.999
Completed,0.6,154,1573,925,1,0.999
Completed,0.61,147,480,407,10,0.999
Completed,0.59,143,4535,1682,1,0.999
Completed,0.59,204,4729,1519,2,0.675
Completed,0.62,118,406,356,1,0.45
Completed,0.59,226,1611,1124,1,0.001
Completed,0.55,170,1137,1670,10,0.999
Completed,0.37,157,2298,4915,1,0.999
Completed,0.61,213,1485,647,3,0.522
Completed,0.61,211,4638,513,4,0.91
Completed,0.61,183,373,180,1,0.001
Completed,0.62,141,2529,200,6,0.999
Completed,0.62,165,3655,653,1,0.999
Completed,0.63,151,2473,170,3,0.999
Completed,0.62,132,398,195,6,0.999
Completed,0.62,188,2606,233,7,0.835
Completed,0.62,110,386,221,7,0.999
Completed,0.61,104,437,311,1,0.453
Completed,0.62,162,2363,149,1,0.001
Completed,0.61,180,2561,193,8,0.999
Completed,0.63,154,363,165,10,0.999
Completed,0.61,203,1129,473,8,0.588
Completed,0.62,128,397,214,9,0.303
Completed,0.62,133,370,196,10,0.999
Completed,0.61,136,404,215,2,0.001
Completed,0.62,177,1063,506,2,0.734
Completed,0.62,174,2433,156,1,0.001
Completed,0.61,191,4933,748,5,0.999
Completed,0.62,189,3201,479,2,0.7
Completed,0.62,248,982,191,1,0.001
Completed,0.63,150,439,187,7,0.999
Completed,0.62,300,4103,379,10,0.999
Completed,0.61,162,1575,743,1,0.999
Completed,0.62,409,951,119,1,0.999
Completed,0.63,191,2410,117,1,0.999
Completed,0.62,227,3722,582,1,0.557
Completed,0.62,142,387,221,1,0.001
Completed,0.62,275,4639,583,1,0.001
Completed,0.61,140,417,211,6,0.999
Completed,0.62,149,431,249,7,0.001
Completed,0.63,161,384,155,10,0.999
Completed,0.61,179,991,426,3,0.999
Completed,0.61,235,5000,816,10,0.999
Completed,0.63,164,2415,139,1,0.999
Completed,0.61,144,413,259,10,0.001
Completed,0.61,202,3400,514,1,0.915
Completed,0.61,167,434,346,10,0.999
Completed,0.6,167,3516,892,1,0.999
Completed,0.61,123,410,252,5,0.137
Completed,0.61,195,3684,778,7,0.736
Completed,0.61,164,1540,682,3,0.001
Completed,0.61,241,963,218,4,0.999
Completed,0.62,138,413,194,9,0.999
Completed,0.62,131,444,277,7,0.341
Completed,0.62,221,1628,495,1,0.628
Completed,0.62,127,381,210,4,0.999
Completed,0.63,164,414,163,10,0.999
Completed,0.62,122,475,267,6,0.999
Completed,0.61,196,1043,396,1,0.594
Completed,0.62,157,1030,456,7,0.999
Completed,0.62,158,379,145,10,0.999
Completed,0.61,185,4476,925,3,0.621
Completed,0.6,149,1499,766,3,0.999
Completed,0.62,139,415,205,10,0.61
Completed,0.61,207,1285,592,6,0.558
Completed,0.61,354,3335,229,5,0.999
Completed,0.61,137,383,206,10,0.801
Completed,0.62,111,387,227,5,0.738
Completed,0.61,171,3664,884,3,0.591
Completed,0.62,476,2501,64,1,0.999
Completed,0.61,156,1369,584,1,0.999
Completed,0.62,325,2529,114,1,0.999
Completed,0.55,1875,2479,8,1,0.999
Completed,0.61,244,1416,691,1,0.999
Completed,0.61,228,1275,463,1,0.999
Completed,0.62,270,2556,155,1,0.999
Completed,0.61,186,1436,789,1,0.999
Completed,0.62,237,546,160,1,0.999
Completed,0.63,370,438,75,10,0.999
Completed,0.62,251,4774,448,1,0.999
Completed,0.62,222,2541,134,1,0.999
Completed,0.61,175,2577,185,1,0.999
Completed,0.61,149,1416,643,1,0.999
Completed,0.61,240,3827,535,1,0.999
Completed,0.62,293,499,129,10,0.999
Completed,0.61,188,563,225,1,0.999
Completed,0.61,220,1376,593,1,0.001
Completed,0.62,311,4599,359,1,0.999
Completed,0.6,128,1343,795,1,0.999
Completed,0.61,179,3540,464,1,0.999
Completed,0.62,402,4401,360,10,0.999
Completed,0.61,680,2494,38,1,0.999
Completed,0.61,137,1430,741,1,0.999
Completed,0.61,235,1280,519,1,0.999
Completed,0.62,211,3484,459,10,0.999
Completed,0.62,377,2516,90,1,0.999
Completed,0.61,213,4809,561,1,0.999
Completed,0.39,175,107,1811,10,0.26
Completed,0.31,589,2009,4240,8,0.979
Completed,0.39,257,2107,1339,4,0.08
Completed,0.36,407,2212,2780,6,0.349
Completed,0.36,418,165,3774,3,0.674
Completed,0.35,247,2170,3254,1,0.487
Completed,0.37,675,2363,4723,4,0.872
Completed,0.32,550,34,3724,6,0.168
Completed,0.36,350,2312,3884,1,0.6
Completed,0.3,814,2041,4650,6,0.735
Completed,0.41,868,2493,3619,9,0.125
Completed,0.34,592,134,4808,2,0.914
Completed,0.42,110,2054,794,1,0.149
Completed,0.37,205,206,3381,2,0.62
Completed,0.34,624,2147,3960,5,0.307
Completed,0.31,975,65,4112,10,0.098
Completed,0.34,111,18,2346,1,0.691
Completed,0.41,111,2154,1878,6,0.9
Completed,0.37,330,2279,3340,5,0.67
Completed,0.35,992,272,4485,7,0.368
Completed,0.33,454,2081,2544,10,0.555
Completed,0.37,591,387,4011,3,0.483
Completed,0.58,257,1714,1444,10,0.999
Completed,0.59,311,1234,1073,8,0.001
Completed,0.58,236,1334,1160,8,0.999
Completed,0.62,147,2428,227,1,0.999
Completed,0.62,474,1715,219,1,0.16
Completed,0.61,741,4071,120,1,0.001
Completed,0.62,336,1711,418,1,0.506
Completed,0.61,401,1714,440,10,0.999
Completed,0.58,230,4450,1614,1,0.001
Completed,0.58,224,3922,1617,8,0.999
Completed,0.53,181,3026,1963,9,0.999
Completed,0.61,606,1557,165,1,0.001
Completed,0.6,197,4431,1210,1,0.999
Completed,0.61,462,1669,496,10,0.001
Completed,0.62,495,1674,345,1,0.001
Completed,0.63,206,311,102,10,0.999
Completed,0.62,405,2867,150,1,0.999
Completed,0.61,573,1681,153,1,0.999
Completed,0.61,171,2732,339,1,0.999
Completed,0.61,232,3186,602,10,0.465
Completed,0.63,163,295,116,1,0.999
Completed,0.63,150,241,106,1,0.999
Completed,0.62,249,4415,444,1,0.448
Completed,0.48,164,3548,5000,1,0.999
Completed,0.63,182,292,97,1,0.999
Completed,0.48,216,2868,2527,4,0.941
Completed,0.49,700,4287,4162,1,0.001
Completed,0.62,232,301,147,10,0.999
Completed,0.53,263,3721,3139,1,0.717
Completed,0.58,304,3075,989,6,0.999
Completed,0.57,127,3073,1228,2,0.999
Completed,0.62,146,2295,112,1,0.999
Completed,0.61,156,2425,218,10,0.999
Completed,0.62,96,308,234,7,0.765
Completed,0.62,631,4456,345,10,0.001
Completed,0.62,293,4062,477,10,0.631
Completed,0.61,221,2949,251,10,0.19
Completed,0.63,198,308,137,1,0.999
Completed,0.44,148,904,4984,1,0.999
Completed,0.62,278,4435,471,1,0.999
Completed,0.5,338,3450,2931,1,0.127
Completed,0.61,353,5000,388,1,0.001
Completed,0.63,123,308,172,10,0.999
Completed,0.62,128,317,159,5,0.999
Completed,0.61,546,1746,356,1,0.999
Completed,0.61,390,4495,454,10,0.316
Completed,0.61,389,4039,494,1,0.001
Completed,0.63,188,303,119,10,0.999
Completed,0.62,182,316,165,1,0.649
Completed,0.63,164,319,107,1,0.999
Completed,0.63,204,279,86,1,0.999
Completed,0.49,261,1287,3340,1,0.958
Completed,0.61,226,1664,585,3,0.999
Completed,0.62,113,311,191,8,0.999
Completed,0.62,277,4397,684,9,0.999
Completed,0.62,423,3459,295,6,0.03
Completed,0.62,285,1072,237,10,0.001
Completed,0.61,125,312,183,10,0.999
Completed,0.62,168,274,141,1,0.999
Completed,0.63,157,265,112,10,0.999
Completed,0.62,226,4430,574,1,0.999
Completed,0.62,285,4392,592,10,0.999
Completed,0.61,365,4331,361,6,0.999
Completed,0.62,437,3801,250,4,0.462
Completed,0.63,130,340,168,8,0.999
Completed,0.62,409,3322,205,1,0.443
Completed,0.62,176,338,176,7,0.999
Completed,0.62,210,3800,646,1,0.999
Completed,0.62,205,1641,553,1,0.374
Completed,0.62,256,618,126,1,0.999
Completed,0.63,144,319,125,1,0.999
Completed,0.61,322,1068,232,6,0.79
Completed,0.63,150,334,132,10,0.999
Completed,0.63,133,319,149,3,0.999
Completed,0.62,151,319,157,10,0.999
Completed,0.62,196,3064,375,2,0.327
Completed,0.64,288,308,91,1,0.999
Completed,0.61,331,4851,497,7,0.001
Completed,0.46,651,3243,4902,8,0.999
Completed,0.43,158,2724,4998,3,0.999
Completed,0.62,122,286,186,10,0.999
Completed,0.62,142,2342,148,1,0.999
Completed,0.61,240,3736,577,1,0.001
Completed,0.62,131,349,176,10,0.999
Completed,0.62,147,299,135,10,0.999
Completed,0.62,325,3954,588,10,0.487
Completed,0.46,120,525,2089,1,0.999
Completed,0.62,299,866,157,1,0.001
Completed,0.62,298,944,232,10,0.182
Completed,0.62,134,344,182,8,0.999
Completed,0.61,610,3960,206,10,0.001
Completed,0.62,185,338,154,7,0.999
Completed,0.63,156,337,164,3,0.999
Completed,0.61,315,1656,472,5,0.504
Completed,0.62,351,979,285,5,0.001
Completed,0.61,270,3817,644,4,0.587
Completed,0.63,148,333,127,1,0.581
Completed,0.62,95,340,247,7,0.712
Completed,0.61,110,317,189,1,0.392
Completed,0.62,297,972,244,10,0.425
Completed,0.62,513,3304,172,1,0.064
Completed,0.62,199,326,118,1,0.999
Completed,0.62,323,1673,554,3,0.323
Completed,0.61,337,3740,507,10,0.999
Completed,0.62,173,352,150,10,0.999
Completed,0.63,323,3217,188,1,0.999
Completed,0.62,234,3336,431,7,0.723
Completed,0.62,163,287,127,1,0.999
Completed,0.62,421,3280,154,1,0.845
Completed,0.61,399,4399,610,10,0.001
Completed,0.61,526,3275,192,10,0.999
Completed,0.62,265,1032,232,10,0.001
Completed,0.62,147,357,143,1,0.834
Completed,0.63,176,295,103,1,0.999
Completed,0.62,173,959,284,1,0.296
Completed,0.61,480,4107,211,8,0.999
Completed,0.63,202,328,99,1,0.999
Completed,0.62,176,301,150,1,0.56
Completed,0.61,246,1096,388,4,0.517
Completed,0.62,467,1031,176,10,0.999
Completed,0.61,163,2766,251,1,0.835
Completed,0.61,144,465,248,10,0.643
Completed,0.62,127,277,151,1,0.999
Completed,0.61,206,381,240,7,0.574
Completed,0.63,228,233,93,1,0.999
Completed,0.58,164,1774,1756,10,0.999
Completed,0.61,150,403,327,10,0.54
Completed,0.62,129,340,200,4,0.79
Completed,0.61,336,3818,623,10,0.999
Completed,0.63,249,316,102,1,0.999
Completed,0.61,162,299,207,9,0.783
Completed,0.62,264,4519,556,2,0.999
Completed,0.61,302,1681,304,6,0.878
Completed,0.63,146,326,132,1,0.999
Completed,0.61,204,3196,339,1,0.774
Completed,0.62,131,326,165,10,0.999
Completed,0.61,494,3438,159,1,0.999
Completed,0.61,252,1665,668,1,0.001
Completed,0.61,357,3410,263,1,0.001
Completed,0.63,154,319,141,3,0.999
Completed,0.61,321,1624,321,3,0.587
Completed,0.62,295,5000,581,1,0.999
Completed,0.62,177,362,166,6,0.999
Completed,0.63,180,321,94,1,0.999
Completed,0.63,251,497,114,1,0.999
Completed,0.61,326,4508,626,1,0.546
Completed,0.62,113,312,170,4,0.999
Completed,0.62,200,1020,378,10,0.729
Completed,0.62,223,967,247,8,0.586
Completed,0.62,260,1001,333,1,0.299
Completed,0.61,280,995,243,1,0.045
Completed,0.62,165,505,205,10,0.791
Completed,0.62,137,219,137,1,0.001
Completed,0.62,146,338,145,1,0.999
Completed,0.62,228,4396,556,4,0.999
Completed,0.62,181,290,159,3,0.999
Completed,0.62,145,388,218,10,0.999
Completed,0.63,182,208,108,10,0.999
Completed,0.61,141,315,183,7,0.999
Completed,0.62,124,374,198,8,0.862
Completed,0.58,189,1724,1591,1,0.638
Completed,0.62,342,1639,844,2,0.001
Completed,0.6,240,4412,1246,3,0.999
Completed,0.58,232,4204,2035,3,0.999
Completed,0.6,310,4902,1369,1,0.729
Completed,0.59,176,3778,1795,3,0.55
Completed,0.59,161,1670,1217,6,0.583
Completed,0.58,301,1769,1896,6,0.001
Completed,0.58,166,1728,1872,3,0.62
Completed,0.47,115,3820,3778,1,0.999
Completed,0.63,146,285,132,1,0.999
Completed,0.61,242,971,276,9,0.504
Completed,0.61,268,4358,787,5,0.999
Completed,0.62,123,277,172,4,0.999
Completed,0.63,202,340,159,7,0.999
Completed,0.62,324,1066,244,5,0.212
Completed,0.62,143,437,203,7,0.84
Completed,0.63,172,404,217,10,0.754
Completed,0.62,224,1662,475,1,0.377
Completed,0.61,241,1708,512,3,0.999
Completed,0.61,196,823,263,6,0.626
Completed,0.61,233,1645,569,1,0.656
Completed,0.62,156,414,223,10,0.882
Completed,0.61,198,4566,814,1,0.999
Completed,0.61,268,3620,724,8,0.1
Completed,0.63,119,304,147,1,0.999
Completed,0.61,250,417,218,9,0.999
Completed,0.63,133,400,176,7,0.999
Completed,0.61,197,4873,984,1,0.583
Completed,0.6,167,4312,1146,1,0.576
Completed,0.58,193,4918,1854,10,0.999
Completed,0.58,194,4567,1909,9,0.271
Completed,0.57,294,1775,2033,9,0.401
Completed,0.6,206,1360,819,10,0.999
Completed,0.61,291,5000,879,10,0.444
Completed,0.61,369,4451,746,1,0.999
Completed,0.6,346,4443,1081,7,0.572
Completed,0.61,263,1662,776,10,0.495
Completed,0.58,86,3911,1915,1,0.999
Completed,0.47,1132,3265,3806,1,0.001
Completed,0.59,254,4937,1233,3,0.001
Completed,0.59,218,1683,1501,1,0.001
Completed,0.59,136,4829,1484,1,0.999
Completed,0.6,390,4526,1415,5,0.001
Completed,0.58,165,4717,1828,5,0.818
Completed,0.59,173,1664,1086,1,0.999
Completed,0.61,200,4774,899,1,0.999
Completed,0.58,186,4772,1715,6,0.999
Completed,0.59,231,4772,1588,6,0.605
Completed,0.58,260,5000,2044,10,0.999
Completed,0.61,194,1164,809,4,0.534
Completed,0.6,218,1439,740,6,0.761
Completed,0.59,253,1578,1252,4,0.617
Completed,0.6,249,779,772,1,0.595
Completed,0.59,152,1241,916,1,0.694
