Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence
Completed,0.73,48,1142,165,0.538,1,0.25
Completed,0.73,29,2594,179,0.573,1,0.05
Completed,0.73,63,1792,334,0.617,38,0.05
Completed,0.72,13,231,323,0.598,1,0.05
Completed,0.73,32,4491,525,0.603,35,0.25
Completed,0.72,28,4538,643,0.595,50,0.001
Completed,0.69,14,4892,2600,0.999,1,0.005
Completed,0.71,10,1,235,0.405,1,0.1
Completed,0.74,40,1328,288,0.565,1,0.01
Completed,0.73,34,4679,546,0.664,1,0.25
Completed,0.74,21,4636,1268,0.53,47,0.25
Completed,0.72,16,2464,443,0.579,1,0.25
Completed,0.66,13,2746,1802,0.999,50,0.005
Completed,0.68,18,4944,2968,0.091,31,0.01
Completed,0.71,12,1,163,0.503,9,0.05
Completed,0.69,9,99,5000,0.308,1,0.1
Completed,0.71,17,5000,1571,0.595,7,0.25
Completed,0.73,20,2606,643,0.54,18,0.05
Completed,0.73,28,5000,724,0.57,50,0.05
Completed,0.71,23,5000,913,0.488,1,0.25
Completed,0.74,34,2670,195,0.566,20,0.25
Completed,0.73,16,5000,1752,0.58,50,0.005
Completed,0.71,15,688,911,0.298,50,0.005
Completed,0.71,23,5000,972,0.602,50,0.05
Completed,0.73,38,875,210,0.519,17,0.25
Completed,0.74,28,1920,694,0.223,23,0.005
Completed,0.73,20,5000,1256,0.398,50,0.005
Completed,0.73,30,4666,843,0.266,50,0.005
Completed,0.72,25,3424,590,0.282,34,0.01
Completed,0.73,28,1291,474,0.573,1,0.005
Completed,0.73,28,1199,450,0.672,1,0.1
Completed,0.69,9,1,4134,0.001,5,0.025
Completed,0.68,12,2341,851,0.307,1,0.005
Completed,0.7,10,2934,4948,0.46,1,0.025
Completed,0.72,19,3071,665,0.564,50,0.25
Completed,0.73,44,855,197,0.667,15,0.05
Completed,0.7,17,5000,1926,0.633,50,0.005
Completed,0.72,31,5000,786,0.497,1,0.01
Completed,0.72,17,5000,2779,0.63,39,0.1
Completed,0.72,19,5000,1733,0.404,16,0.005
Completed,0.71,15,5000,3133,0.598,50,0.1
Completed,0.71,18,5000,1970,0.633,1,0.25
Completed,0.68,12,4297,4593,0.453,50,0.1
Completed,0.74,21,399,212,0.001,9,0.005
Completed,0.69,10,1,4364,0.299,1,0.05
Completed,0.69,15,3254,2209,0.999,48,0.005
Completed,0.73,29,2862,408,0.001,8,0.005
Completed,0.7,16,5000,2266,0.703,1,0.05
Completed,0.73,17,5000,2026,0.001,28,0.01
Completed,0.74,88,4996,182,0.316,1,0.005
Completed,0.72,56,715,726,0.001,50,0.01
Completed,0.68,14,1,214,0.001,10,0.01
Completed,0.68,14,5000,3352,0.66,1,0.1
Completed,0.73,22,4313,1678,0.001,50,0.01
Completed,0.74,37,5000,570,0.23,50,0.005
Completed,0.72,26,2997,992,0.001,50,0.005
Completed,0.7,38,494,1818,0.001,50,0.01
Completed,0.69,9,246,3909,0.413,7,0.25
Completed,0.65,13,1484,3845,0.488,50,0.025
Completed,0.71,20,4709,2159,0.001,27,0.01
Completed,0.72,14,5000,3551,0.001,50,0.1
Completed,0.71,15,5000,3187,0.001,2,0.01
Completed,0.72,10,1,4942,0.001,50,0.1
Completed,0.69,12,5000,4912,0.001,50,0.25
Completed,0.69,13,1981,4659,0.001,33,0.01
Completed,0.73,20,5000,1451,0.008,1,0.01
Completed,0.72,25,5000,912,0.001,18,0.05
Completed,0.71,21,5000,1197,0.001,1,0.05
Completed,0.7,13,5000,4399,0.001,1,0.1
Completed,0.73,88,4995,233,0.576,50,0.05
Completed,0.68,12,5000,3998,0.001,15,0.01
Completed,0.7,16,5000,2297,0.001,50,0.25
Completed,0.74,99,3950,163,0.392,8,0.1
Completed,0.71,14,5000,3265,0.001,50,0.1
Completed,0.72,18,5000,2508,0.001,1,0.01
Completed,0.71,39,5000,1314,0.001,50,0.01
Completed,0.65,10,2139,2759,0.001,50,0.01
Completed,0.71,10,1,4747,0.001,50,0.1
Completed,0.71,14,5000,2679,0.001,50,0.001
Completed,0.7,28,5000,2685,0.001,1,0.1
Completed,0.72,18,5000,1645,0.001,50,0.05
Completed,0.68,10,1,4620,0.001,50,0.001
Completed,0.7,12,5000,3965,0.001,50,0.25
Completed,0.73,32,4245,615,0.001,50,0.1
Completed,0.71,10,1,188,0.706,1,0.05
Completed,0.62,10,1,3652,0.001,50,0.1
Completed,0.74,74,3451,161,0.331,8,0.25
Completed,0.74,39,2686,158,0.001,10,0.05
Completed,0.73,18,2261,171,0.001,9,0.25
Completed,0.73,40,2627,159,0.001,4,0.1
Completed,0.73,83,3710,151,0.001,4,0.005
Completed,0.74,24,2307,162,0.127,1,0.05
Completed,0.74,82,4219,197,0.001,50,0.05
Completed,0.73,16,2128,173,0.001,1,0.05
Completed,0.73,51,1091,179,0.001,1,0.05
Completed,0.74,21,2331,170,0.001,1,0.001
Completed,0.73,25,3411,562,0.001,50,0.05
Completed,0.74,41,2730,161,0.001,1,0.25
Completed,0.73,60,4482,255,0.423,1,0.01
Completed,0.74,39,2646,156,0.001,1,0.001
Completed,0.74,30,2483,159,0.001,1,0.025
Completed,0.73,21,2282,166,0.001,1,0.005
Completed,0.74,39,2835,160,0.001,1,0.05
Completed,0.74,20,2147,166,0.001,1,0.25
Completed,0.73,31,1246,406,0.001,24,0.25
Completed,0.74,29,2404,160,0.001,1,0.05
Completed,0.74,140,5000,1472,0.001,50,0.001
Completed,0.74,14,178,184,0.001,1,0.001
Completed,0.72,30,1632,417,0.001,1,0.05
Completed,0.74,47,2571,145,0.001,1,0.005
Completed,0.73,45,2662,130,0.001,1,0.25
Completed,0.73,21,3003,608,0.001,1,0.25
Completed,0.72,22,4350,904,0.001,1,0.1
Completed,0.74,17,248,177,0.001,4,0.25
Completed,0.72,24,2860,465,0.001,1,0.001
Completed,0.72,21,3266,573,0.999,50,0.25
Completed,0.73,30,701,181,0.001,5,0.25
Completed,0.73,18,276,184,0.001,5,0.05
Completed,0.71,18,5000,1472,0.999,5,0.01
Completed,0.71,23,5000,1414,0.999,27,0.01
Completed,0.72,16,5000,1636,0.999,36,0.1
Completed,0.71,18,1927,1585,0.999,31,0.05
Completed,0.69,13,5000,2558,0.999,50,0.005
Completed,0.73,11,277,4862,0.001,1,0.01
Completed,0.69,11,2002,645,0.999,24,0.05
Completed,0.7,18,646,4528,0.001,1,0.01
Completed,0.71,9,1,5000,0.001,30,0.01
Completed,0.72,10,703,5000,0.001,19,0.025
Completed,0.72,15,5000,1869,0.625,32,0.05
Completed,0.71,9,1,5000,0.999,41,0.25
Completed,0.71,22,4449,1236,0.999,27,0.005
Completed,0.67,10,1428,4724,0.001,13,0.025
Completed,0.72,17,5000,1747,0.001,33,0.05
Completed,0.73,21,5000,1642,0.001,1,0.1
Completed,0.74,19,5000,2357,0.001,7,0.001
Completed,0.72,14,5000,2286,0.999,50,0.1
Completed,0.72,14,5000,2133,0.763,1,0.1
Completed,0.69,23,650,955,0.001,1,0.05
Completed,0.65,70,2082,925,0.001,35,0.001
Completed,0.71,18,5000,1696,0.999,50,0.01
Completed,0.74,25,372,190,0.236,7,0.05
Completed,0.71,20,3121,1,0.001,1,0.05
Completed,0.71,20,2811,1,0.001,1,0.001
Completed,0.67,62,5000,1928,0.001,1,0.001
Completed,0.71,22,2523,1,0.001,1,0.25
Completed,0.71,19,3221,1,0.001,1,0.1
Completed,0.71,20,5000,1762,0.999,1,0.05
Completed,0.73,42,1402,631,0.154,1,0.005
Completed,0.72,16,4256,2059,0.999,20,0.1
Completed,0.74,21,361,181,0.258,6,0.001
Completed,0.73,24,598,216,0.245,15,0.001
Completed,0.71,16,4998,2060,0.485,50,0.01
Completed,0.71,16,3475,1108,0.001,1,0.25
Completed,0.72,11,1,210,0.001,26,0.25
Completed,0.73,15,461,741,0.999,50,0.005
Completed,0.7,14,491,722,0.973,21,0.25
Completed,0.69,12,2286,602,0.001,50,0.05
Completed,0.73,22,873,370,0.93,1,0.25
Completed,0.73,25,862,352,0.999,1,0.025
Completed,0.68,14,4103,2725,0.999,50,0.01
Completed,0.71,16,5000,2416,0.001,27,0.001
Completed,0.73,35,3935,495,0.001,1,0.25
Completed,0.74,28,325,113,0.001,1,0.005
Completed,0.67,11,2820,4046,0.999,3,0.001
Completed,0.71,19,3628,994,0.999,50,0.01
Completed,0.73,23,5000,923,0.999,50,0.005
Completed,0.72,24,3338,598,0.351,1,0.005
Completed,0.67,13,1915,4141,0.001,1,0.05
Completed,0.72,13,2656,1410,0.999,50,0.1
Completed,0.73,36,1061,284,0.001,8,0.001
Completed,0.7,19,1094,707,0.999,23,0.005
Completed,0.68,12,5000,3721,0.001,50,0.1
Completed,0.73,15,5000,1947,0.999,19,0.05
Completed,0.73,47,3090,202,0.999,1,0.001
Completed,0.71,15,5000,2131,0.337,50,0.1
Completed,0.72,26,5000,700,0.999,1,0.025
Completed,0.71,19,5000,2218,0.001,1,0.005
Completed,0.62,11,1,4895,0.001,22,0.025
Completed,0.71,10,1,5000,0.999,1,0.01
Completed,0.71,13,5000,3338,0.001,10,0.05
Completed,0.67,52,4042,1341,0.001,1,0.05
Completed,0.72,12,1,571,0.999,30,0.25
Completed,0.71,22,5000,1,0.001,1,0.025
Completed,0.71,24,5000,1,0.001,1,0.005
Completed,0.73,68,5000,245,0.999,50,0.25
Completed,0.72,27,5000,863,0.999,1,0.1
Completed,0.71,15,5000,2421,0.999,50,0.001
Completed,0.71,18,5000,1411,0.999,38,0.1
Completed,0.72,16,2881,1106,0.999,18,0.05
Completed,0.68,15,5000,2848,0.001,50,0.1
Completed,0.71,15,5000,2830,0.999,1,0.05
Completed,0.72,20,5000,1262,0.999,50,0.25
Completed,0.66,20,220,3669,0.001,1,0.025
Completed,0.72,16,5000,2338,0.999,22,0.001
Completed,0.67,166,1,501,0.001,50,0.005
Completed,0.7,14,1,948,0.999,21,0.005
Completed,0.71,18,5000,2002,0.999,50,0.05
Completed,0.73,31,5000,620,0.001,37,0.05
Completed,0.69,12,5000,3179,0.999,7,0.1
Completed,0.73,34,4761,588,0.999,50,0.05
Completed,0.72,16,5000,2079,0.999,1,0.05
Completed,0.72,19,1771,1489,0.862,1,0.005
Completed,0.7,12,5000,3878,0.69,26,0.05
Completed,0.68,15,5000,2912,0.999,44,0.05
Completed,0.71,12,1,575,0.999,4,0.001
Completed,0.7,17,5000,1859,0.999,27,0.01
Completed,0.69,19,2461,1183,0.999,50,0.05
Completed,0.72,18,5000,1963,0.001,50,0.1
Completed,0.71,18,5000,1821,0.999,50,0.05
Completed,0.74,24,5000,1013,0.999,30,0.005
Completed,0.71,24,5000,1427,0.999,50,0.005
Completed,0.72,59,5000,1045,0.001,1,0.005
Completed,0.71,21,5000,1194,0.001,22,0.1
Completed,0.7,12,634,1169,0.576,1,0.25
Completed,0.73,19,5000,1624,0.736,20,0.005
Completed,0.73,28,5000,775,0.001,1,0.05
Completed,0.69,14,5000,2200,0.999,27,0.05
Completed,0.71,20,5000,2535,0.999,21,0.05
Completed,0.73,14,1,792,0.999,1,0.05
Completed,0.71,23,5000,1195,0.999,1,0.001
Completed,0.71,21,5000,1638,0.999,50,0.05
Completed,0.7,15,5000,2085,0.497,26,0.005
Completed,0.67,9,1,1031,0.999,1,0.05
Completed,0.72,11,1,225,0.999,15,0.05
Completed,0.72,22,5000,1568,0.001,1,0.05
Completed,0.73,34,3857,532,0.999,25,0.05
Completed,0.71,15,5000,2442,0.999,1,0.1
Completed,0.67,8,2094,5000,0.553,17,0.005
Completed,0.69,13,211,440,0.999,2,0.1
Completed,0.71,79,2274,306,0.001,1,0.005
Completed,0.7,42,5000,3812,0.001,1,0.001
Completed,0.71,9,1,4785,0.999,1,0.01
Completed,0.69,12,5000,3449,0.001,1,0.25
Completed,0.7,13,1,240,0.999,19,0.005
Completed,0.66,9,1,4881,0.999,50,0.01
Completed,0.68,12,5000,3670,0.999,50,0.25
Completed,0.73,22,3719,930,0.999,1,0.05
Completed,0.71,20,5000,1334,0.999,31,0.001
Completed,0.71,14,5000,3008,0.001,50,0.005
Completed,0.71,12,5000,3263,0.999,47,0.05
Completed,0.7,17,541,1016,0.999,50,0.005
Completed,0.73,13,5000,3176,0.001,32,0.1
Completed,0.67,28,5000,4104,0.001,50,0.001
Completed,0.74,84,1085,134,0.001,1,0.025
Completed,0.72,16,5000,1747,0.001,50,0.1
Completed,0.73,36,5000,629,0.999,50,0.01
Completed,0.72,20,5000,1543,0.999,1,0.001
Completed,0.72,18,5000,1731,0.999,30,0.001
Completed,0.73,15,478,607,0.999,6,0.25
Completed,0.71,19,5000,1,0.001,1,0.25
Completed,0.72,13,5000,3470,0.001,33,0.1
Completed,0.71,17,5000,2086,0.001,50,0.25
Completed,0.68,51,799,5000,0.001,1,0.005
Completed,0.71,20,5000,1312,0.999,47,0.05
Completed,0.72,25,5000,1061,0.999,50,0.005
Completed,0.71,17,5000,2632,0.999,50,0.025
Completed,0.72,19,5000,1422,0.999,27,0.005
Completed,0.7,33,5000,3278,0.001,1,0.005
Completed,0.71,15,5000,1970,0.999,34,0.025
Completed,0.7,12,5000,3614,0.001,34,0.25
Completed,0.71,14,747,1215,0.001,33,0.05
Completed,0.7,14,5000,2698,0.001,30,0.005
Completed,0.72,13,5000,3054,0.999,32,0.25
Completed,0.7,10,1,241,0.999,14,0.25
Completed,0.7,9,1,427,0.999,1,0.25
Completed,0.69,13,5000,2722,0.999,1,0.05
Completed,0.71,20,5000,2367,0.737,39,0.005
Completed,0.72,18,1769,1318,0.999,37,0.25
Completed,0.7,14,5000,2757,0.999,15,0.005
Completed,0.68,9,1,4945,0.999,27,0.01
Completed,0.66,10,5000,4832,0.158,1,0.25
Completed,0.64,9,1,4744,0.001,1,0.01
Completed,0.71,18,4351,1509,0.999,24,0.005
Completed,0.72,17,1397,869,0.999,1,0.025
Completed,0.69,16,4853,3903,0.999,50,0.1
Completed,0.69,14,4372,2439,0.001,1,0.1
Completed,0.73,24,4087,824,0.999,17,0.005
Completed,0.7,14,5000,3479,0.999,26,0.001
Completed,0.72,20,1272,1617,0.016,1,0.25
Completed,0.71,15,1292,1600,0.999,1,0.001
Completed,0.69,17,5000,3394,0.001,50,0.005
Completed,0.71,14,1374,1759,0.999,1,0.25
Completed,0.72,28,1209,455,0.999,1,0.001
Completed,0.69,14,5000,5000,0.999,50,0.025
Completed,0.71,12,5000,3338,0.999,25,0.025
Completed,0.72,16,1251,1096,0.999,1,0.1
Completed,0.7,17,1279,2110,0.883,1,0.05
Completed,0.71,18,5000,2333,0.999,1,0.005
Completed,0.73,18,909,1475,0.999,40,0.05
Completed,0.74,15,945,1090,0.999,16,0.25
Completed,0.72,15,1236,1353,0.999,1,0.25
Completed,0.7,12,956,5000,0.434,50,0.25
Completed,0.72,15,1013,1120,0.001,1,0.01
Completed,0.72,14,5000,2840,0.556,50,0.005
Completed,0.73,26,1205,621,0.999,18,0.25
Completed,0.72,23,4472,1191,0.001,50,0.005
Completed,0.69,13,1320,1902,0.999,21,0.25
Completed,0.71,19,1221,874,0.999,50,0.05
Completed,0.7,14,4658,2205,0.999,1,0.025
Completed,0.73,18,1325,1162,0.617,15,0.005
Completed,0.73,18,1165,723,0.999,1,0.05
Completed,0.69,9,966,4700,0.999,35,0.1
Completed,0.7,12,5000,3639,0.999,37,0.025
Completed,0.69,10,1071,4899,0.999,1,0.25
Completed,0.73,21,1221,827,0.999,1,0.25
Completed,0.72,16,1269,1262,0.999,1,0.25
Completed,0.74,57,1025,150,0.001,1,0.25
Completed,0.7,25,5000,2440,0.001,50,0.005
Completed,0.72,14,4889,2166,0.999,50,0.001
Completed,0.68,12,1607,4408,0.999,1,0.25
Completed,0.74,13,5000,3114,0.001,31,0.005
Completed,0.71,13,1312,1715,0.999,23,0.005
Completed,0.73,25,1127,466,0.999,1,0.25
Completed,0.7,19,4456,1227,0.999,34,0.001
Completed,0.65,11,1090,4924,0.999,19,0.001
Completed,0.7,15,4869,1858,0.999,1,0.005
Completed,0.72,12,5000,3777,0.999,50,0.005
Completed,0.72,19,1206,651,0.999,1,0.001
Completed,0.71,14,5000,3041,0.001,50,0.05
Completed,0.7,17,5000,1648,0.999,1,0.05
Completed,0.69,15,1246,1896,0.999,1,0.01
Completed,0.69,12,5000,3179,0.999,50,0.005
Completed,0.7,12,5000,2985,0.999,14,0.1
Completed,0.71,13,5000,4566,0.999,24,0.025
Completed,0.73,31,752,214,0.001,16,0.05
Completed,0.71,12,1011,2105,0.001,35,0.25
Completed,0.72,12,5000,3075,0.999,50,0.005
Completed,0.71,114,5000,2189,0.001,50,0.001
Completed,0.74,30,826,243,0.999,10,0.25
Completed,0.71,23,4325,1113,0.999,50,0.001
Completed,0.73,32,935,340,0.871,25,0.25
Completed,0.73,25,4126,749,0.599,8,0.001
Completed,0.72,44,4204,414,0.999,50,0.005
Completed,0.74,20,1248,779,0.999,1,0.005
Completed,0.72,21,1393,828,0.972,39,0.25
Completed,0.7,15,5000,2851,0.607,45,0.001
Completed,0.69,11,2075,426,0.957,1,0.25
Completed,0.71,14,5000,2367,0.308,18,0.05
Completed,0.73,16,4946,1572,0.999,40,0.001
Completed,0.74,34,4502,743,0.999,24,0.001
Completed,0.73,22,789,355,0.494,22,0.25
Completed,0.73,62,965,140,0.001,23,0.005
Completed,0.72,22,4363,1638,0.001,30,0.005
Completed,0.69,12,5000,2456,0.316,16,0.005
Completed,0.7,15,5000,1919,0.999,37,0.005
Completed,0.71,13,1220,1744,0.098,18,0.1
Completed,0.72,22,947,564,0.665,9,0.05
Completed,0.72,19,1027,596,0.616,10,0.25
Completed,0.71,19,996,1,0.001,1,0.005
Completed,0.74,40,2157,61,0.001,19,0.005
Completed,0.7,13,1149,1967,0.499,23,0.05
Completed,0.71,19,992,1,0.001,1,0.001
Completed,0.71,14,1206,2117,0.001,1,0.25
Completed,0.73,16,939,1107,0.471,39,0.05
Completed,0.7,16,1189,1228,0.001,17,0.25
Completed,0.7,14,5000,3391,0.72,28,0.1
Completed,0.73,24,832,359,0.999,12,0.005
Completed,0.7,15,1211,1925,0.001,14,0.25
Completed,0.71,15,5000,2022,0.696,21,0.001
Completed,0.72,22,4513,1792,0.001,1,0.005
Completed,0.72,20,5000,2916,0.001,50,0.001
Completed,0.71,19,3881,1134,0.228,33,0.005
Completed,0.72,22,1231,842,0.999,42,0.005
Completed,0.71,15,5000,2289,0.339,18,0.025
Completed,0.71,22,4510,1609,0.999,17,0.001
Completed,0.7,14,5000,2625,0.289,19,0.001
Completed,0.71,13,1315,3010,0.999,1,0.25
Completed,0.65,65,5000,1067,0.001,1,0.001
Completed,0.74,47,3112,219,0.496,1,0.25
Completed,0.72,23,4472,1083,0.704,26,0.25
Completed,0.7,15,5000,4892,0.21,33,0.1
Completed,0.71,11,5000,4016,0.999,16,0.05
Completed,0.71,20,3663,1,0.001,1,0.001
Completed,0.7,11,1913,3945,0.999,1,0.25
Completed,0.68,12,1124,1732,0.566,12,0.05
Completed,0.69,12,1253,2271,0.001,19,0.25
Completed,0.67,10,530,5000,0.595,32,0.25
Completed,0.74,11,1350,4367,0.616,15,0.25
Completed,0.65,10,1179,4709,0.644,1,0.25
Completed,0.7,13,1085,2089,0.553,21,0.25
Completed,0.72,13,1211,1583,0.6,1,0.01
Completed,0.73,26,3967,676,0.741,10,0.005
Completed,0.72,19,5000,1375,0.999,46,0.001
Completed,0.72,18,4543,1354,0.999,40,0.001
Completed,0.73,23,983,585,0.717,9,0.005
Completed,0.7,13,1493,2809,0.451,1,0.25
Completed,0.7,16,5000,3501,0.999,1,0.005
Completed,0.71,15,1093,911,0.578,1,0.05
Completed,0.69,18,1040,2379,0.187,1,0.25
Completed,0.71,13,1564,2098,0.787,38,0.1
Completed,0.71,11,5000,4389,0.999,50,0.1
Completed,0.71,12,1539,3020,0.999,21,0.25
Completed,0.73,18,1124,931,0.999,1,0.001
Completed,0.69,13,5000,2489,0.001,21,0.05
Completed,0.73,25,1046,432,0.999,21,0.005
Completed,0.7,15,1407,3556,0.999,14,0.25
Completed,0.71,14,5000,2645,0.999,32,0.025
Completed,0.66,13,1270,4901,0.454,10,0.25
Completed,0.72,28,4237,720,0.001,18,0.005
Completed,0.7,11,5000,4793,0.798,40,0.025
Completed,0.73,23,4160,749,0.987,9,0.001
Completed,0.71,11,5000,4331,0.914,15,0.1
Completed,0.69,11,1467,3871,0.999,33,0.1
Completed,0.7,10,1144,4013,0.999,24,0.1
Completed,0.71,15,5000,2314,0.001,18,0.001
Completed,0.72,14,1656,3146,0.999,16,0.25
Completed,0.69,13,5000,3212,0.952,27,0.05
Completed,0.73,18,1340,904,0.631,10,0.025
Completed,0.69,13,5000,2737,0.252,31,0.001
Completed,0.68,16,5000,2664,0.999,50,0.001
Completed,0.7,11,5000,4764,0.001,43,0.1
Completed,0.72,30,4181,608,0.999,50,0.025
Completed,0.68,14,1296,1900,0.577,38,0.05
Completed,0.72,15,4385,1897,0.99,29,0.001
Completed,0.73,17,342,388,0.785,21,0.05
Completed,0.69,13,1704,3412,0.655,37,0.25
Completed,0.68,14,5000,3539,0.828,29,0.005
Completed,0.71,16,1428,1602,0.999,11,0.25
Completed,0.68,11,5000,4653,0.635,13,0.025
Completed,0.71,12,3192,3084,0.583,24,0.025
Completed,0.72,11,5000,4887,0.99,17,0.05
Completed,0.73,15,1692,1520,0.665,24,0.025
Completed,0.67,12,1675,3800,0.341,23,0.025
Completed,0.66,11,5000,4043,0.999,37,0.1
Completed,0.68,14,1647,2674,0.999,1,0.25
Completed,0.69,10,1120,4822,0.369,3,0.001
Completed,0.71,15,1170,1152,0.465,50,0.1
Completed,0.65,10,5000,4647,0.999,50,0.1
Completed,0.7,16,4442,1683,0.503,40,0.05
Completed,0.68,11,1875,4876,0.999,21,0.25
Completed,0.68,12,5000,3672,0.245,17,0.025
Completed,0.74,26,958,432,0.613,9,0.001
Completed,0.71,14,2598,874,0.999,1,0.005
Completed,0.73,33,4647,637,0.001,50,0.025
Completed,0.7,18,1255,2186,0.544,1,0.1
Completed,0.69,14,1788,2888,0.528,16,0.05
Completed,0.7,15,1783,2372,0.999,45,0.05
Completed,0.72,20,1888,1912,0.708,13,0.025
Completed,0.7,16,5000,3559,0.585,50,0.05
Completed,0.72,33,1560,2268,0.001,1,0.005
Completed,0.72,19,4550,1068,0.901,40,0.001
Completed,0.73,33,1096,341,0.001,22,0.25
Completed,0.68,13,5000,3894,0.999,28,0.01
Completed,0.71,22,1143,1,0.001,1,0.25
Completed,0.72,19,4398,1271,0.999,18,0.001
Completed,0.71,18,4841,1769,0.999,36,0.005
Completed,0.68,13,5000,2990,0.756,29,0.05
Completed,0.72,22,4027,952,0.999,9,0.005
Completed,0.72,19,4449,1085,0.588,18,0.25
Completed,0.65,14,5000,4139,0.999,20,0.001
Completed,0.73,27,1110,385,0.999,1,0.05
Completed,0.73,19,3955,999,0.77,50,0.005
Completed,0.69,12,1744,3349,0.001,24,0.25
Completed,0.7,11,5000,3755,0.281,40,0.025
Completed,0.71,11,1548,4123,0.794,1,0.25
Completed,0.67,11,2117,786,0.852,1,0.025
Completed,0.71,12,1712,2957,0.999,1,0.1
Completed,0.71,12,1657,2729,0.736,36,0.1
Completed,0.71,17,963,1185,0.482,42,0.025
Completed,0.67,9,3162,4546,0.804,45,0.005
Completed,0.7,11,502,1246,0.436,7,0.25
Completed,0.71,9,981,4208,0.681,43,0.005
Completed,0.73,37,2705,9,0.048,5,0.025
Completed,0.7,11,4727,3511,0.332,22,0.1
Completed,0.73,14,1440,1968,0.962,35,0.05
Completed,0.69,10,1293,3673,0.288,33,0.001
Completed,0.73,14,4891,2091,0.921,21,0.005
Completed,0.73,158,1127,310,0.068,42,0.001
Completed,0.72,9,356,4512,0.815,9,0.005
Completed,0.74,16,3330,938,0.448,46,0.05
Completed,0.7,14,4102,2575,0.166,31,0.001
Completed,0.7,9,2479,3942,0.032,15,0.005
Completed,0.73,25,3880,603,0.647,27,0.25
Completed,0.68,11,4314,4390,0.153,42,0.25
Completed,0.74,18,1967,1089,0.521,4,0.01
Completed,0.71,9,2265,3335,0.044,1,0.25
Completed,0.68,10,3443,4032,0.938,36,0.025
Completed,0.72,11,165,497,0.321,23,0.05
Completed,0.73,16,3040,757,0.194,16,0.01
Completed,0.74,12,4378,2919,0.412,12,0.1
Completed,0.73,15,1728,1298,0.792,49,0.005
Completed,0.7,10,1855,4878,0.473,37,0.25
Completed,0.71,21,4505,913,0.856,24,0.05
Completed,0.72,11,3069,3075,0.514,3,0.025
Completed,0.71,11,732,1454,0.133,41,0.01
Completed,0.72,13,3570,2300,0.26,49,0.25
Completed,0.72,15,2294,341,0.722,13,0.01
