Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,feature_proportion,n_clusters,confidence
Completed,0.59,20,5000,3335,0.999,1,0.005
Completed,0.57,16,5000,4093,0.999,24,0.005
Completed,0.54,17,5000,4768,0.999,50,0.1
Completed,0.52,6,1,3037,0.001,50,0.1
Completed,0.6,27,2757,787,0.001,22,0.005
Completed,0.53,7,1,1400,0.001,50,0.001
Completed,0.7,113,3615,285,0.001,33,0.005
Completed,0.68,135,3729,250,0.001,39,0.005
Completed,0.71,87,3462,258,0.001,36,0.005
Completed,0.53,8,1,3853,0.999,1,0.005
Completed,0.57,17,5000,3191,0.999,1,0.005
Completed,0.57,15,5000,3460,0.001,25,0.025
Completed,0.68,75,3327,345,0.001,37,0.005
Completed,0.56,10,5000,4125,0.001,50,0.001
Completed,0.56,18,5000,3652,0.999,22,0.025
Completed,0.62,32,3484,1449,0.001,28,0.005
Completed,0.59,15,2967,3015,0.001,1,0.005
Completed,0.56,15,5000,3601,0.001,1,0.01
Completed,0.54,13,5000,4669,0.999,1,0.005
Completed,0.54,18,5000,4371,0.999,1,0.005
Completed,0.6,25,5000,2954,0.999,1,0.005
Completed,0.6,14,3000,2766,0.001,1,0.005
Completed,0.54,16,5000,4887,0.999,1,0.001
Completed,0.61,26,5000,2097,0.001,1,0.01
Completed,0.56,17,5000,3750,0.001,1,0.01
Completed,0.57,21,4589,2875,0.001,24,0.005
Completed,0.58,23,3831,2328,0.001,1,0.005
Completed,0.59,17,5000,3340,0.001,50,0.005
Completed,0.57,17,3414,2417,0.999,50,0.05
Completed,0.57,18,5000,3501,0.999,50,0.25
Completed,0.66,64,2884,359,0.001,40,0.005
Completed,0.55,12,5000,4486,0.001,50,0.001
Completed,0.7,71,3275,338,0.999,50,0.005
Completed,0.56,20,4884,2587,0.001,24,0.005
Completed,0.69,102,3547,231,0.001,39,0.005
Completed,0.52,8,1,3205,0.999,50,0.025
Completed,0.7,100,3513,228,0.001,38,0.005
Completed,0.7,108,3611,214,0.503,39,0.005
Completed,0.61,26,3393,1520,0.999,1,0.1
Completed,0.6,33,2718,833,0.999,13,0.005
Completed,0.73,134,3609,206,0.001,40,0.005
Completed,0.7,68,2645,250,0.999,39,0.005
Completed,0.59,31,3154,1048,0.001,50,0.005
Completed,0.56,17,5000,3654,0.999,50,0.25
Completed,0.69,100,3307,297,0.999,50,0.005
Completed,0.5,8,1,795,0.001,1,0.025
Completed,0.66,45,2860,466,0.001,1,0.005
Completed,0.61,14,2451,1698,0.001,1,0.005
Completed,0.64,40,1625,1271,0.999,1,0.1
Completed,0.53,12,2119,2181,0.999,1,0.1
Completed,0.49,20,2303,1157,0.001,1,0.005
Completed,0.65,102,1849,355,0.001,50,0.005
Completed,0.7,120,3455,208,0.999,39,0.005
Completed,0.68,67,3280,438,0.999,1,0.005
Completed,0.72,117,3522,240,0.999,38,0.005
Completed,0.71,144,3752,196,0.999,39,0.005
Completed,0.59,43,1448,849,0.001,11,0.1
Completed,0.5,15,2089,857,0.001,17,0.1
Completed,0.59,42,1832,820,0.001,17,0.005
Completed,0.62,33,2882,823,0.001,24,0.25
Completed,0.53,9,1,5000,0.999,50,0.01
Completed,0.64,59,3856,665,0.001,34,0.05
Completed,0.56,14,1375,3781,0.999,50,0.001
Completed,0.5,12,27,1078,0.001,1,0.005
Completed,0.65,78,3941,612,0.001,30,0.005
Completed,0.57,39,3304,872,0.629,17,0.01
Completed,0.58,13,1219,3241,0.999,50,0.005
Completed,0.7,74,3472,363,0.001,1,0.001
Completed,0.68,73,3315,333,0.001,50,0.025
Completed,0.73,98,2984,184,0.999,1,0.005
Completed,0.7,124,3021,191,0.999,1,0.025
Completed,0.59,24,3414,1537,0.27,50,0.005
Completed,0.69,83,3353,284,0.541,50,0.001
Completed,0.67,47,2784,378,0.001,1,0.05
Completed,0.52,8,1,1185,0.001,47,0.1
Completed,0.67,89,1940,425,0.001,1,0.05
Completed,0.68,76,3312,313,0.999,1,0.25
Completed,0.59,20,5000,2814,0.001,1,0.25
Completed,0.53,10,1,1373,0.999,10,0.1
Completed,0.66,30,2358,420,0.001,1,0.001
Completed,0.69,82,3235,318,0.999,1,0.025
Completed,0.75,205,2853,59,0.339,1,0.005
Completed,0.67,55,3095,347,0.001,1,0.25
Completed,0.74,143,2840,58,0.001,1,0.1
Completed,0.62,42,3854,1543,0.999,1,0.005
Completed,0.65,43,1024,521,0.001,1,0.25
Completed,0.62,34,1671,1257,0.999,1,0.025
Completed,0.59,15,1210,2718,0.362,50,0.005
Completed,0.54,13,1494,5000,0.586,50,0.05
Completed,0.52,13,3316,1,0.001,1,0.1
Completed,0.6,34,4298,1300,0.135,1,0.001
Completed,0.67,79,1411,351,0.001,1,0.25
Completed,0.53,7,1,5000,0.001,50,0.005
Completed,0.53,8,2392,5000,0.001,1,0.025
Completed,0.74,118,2870,135,0.001,1,0.1
Completed,0.61,39,1532,1252,0.999,1,0.01
Completed,0.5,8,1,508,0.001,1,0.1
Completed,0.59,24,1237,1849,0.001,1,0.05
Completed,0.7,84,2818,221,0.999,1,0.005
Completed,0.68,104,3534,270,0.102,50,0.001
Completed,0.6,37,862,772,0.999,1,0.01
Completed,0.52,7,561,4050,0.001,1,0.005
Completed,0.77,237,2820,31,0.001,1,0.25
Completed,0.53,14,3322,5000,0.999,1,0.001
Completed,0.68,85,1348,402,0.001,1,0.001
Completed,0.64,52,972,565,0.001,1,0.001
Completed,0.58,18,1436,2911,0.06,50,0.05
Completed,0.56,13,3628,3500,0.001,1,0.01
Completed,0.65,61,1356,413,0.001,1,0.01
Completed,0.59,15,1272,2448,0.999,50,0.1
Completed,0.62,30,3860,1342,0.001,1,0.1
Completed,0.62,28,1566,1353,0.001,50,0.1
Completed,0.69,116,1864,260,0.001,1,0.025
Completed,0.57,13,470,2269,0.444,1,0.1
Completed,0.61,30,1266,1385,0.001,1,0.05
Completed,0.64,39,852,524,0.001,1,0.1
Completed,0.56,15,1781,3945,0.999,1,0.01
Completed,0.68,65,1456,378,0.001,1,0.1
Completed,0.7,107,2815,165,0.001,1,0.001
Completed,0.54,19,335,1092,0.001,50,0.01
Completed,0.56,14,929,2325,0.001,50,0.005
Completed,0.54,10,3387,4043,0.588,1,0.001
Completed,0.67,57,1248,425,0.001,1,0.05
Completed,0.59,34,4056,1454,0.001,1,0.01
Completed,0.68,60,4680,676,0.001,1,0.025
Completed,0.62,30,1104,1236,0.483,50,0.25
Completed,0.63,75,4727,580,0.001,1,0.05
Completed,0.58,14,4288,3181,0.001,1,0.1
Completed,0.59,49,4600,932,0.001,1,0.25
Completed,0.6,14,2550,2138,0.001,50,0.1
Completed,0.66,66,1258,412,0.001,50,0.025
Completed,0.58,14,1224,2566,0.001,1,0.001
Completed,0.56,11,3997,4291,0.001,1,0.005
Completed,0.7,90,2994,242,0.999,1,0.25
Completed,0.62,28,1302,1423,0.999,50,0.01
Completed,0.66,54,1172,559,0.999,1,0.025
Completed,0.65,54,1156,561,0.999,1,0.001
Completed,0.73,89,2929,163,0.001,1,0.05
Completed,0.66,59,1244,465,0.001,1,0.1
Completed,0.59,13,3204,3136,0.001,50,0.01
Completed,0.58,11,1210,3235,0.001,1,0.1
Completed,0.61,28,1346,1429,0.001,1,0.1
Completed,0.53,6,2196,4056,0.001,50,0.25
Completed,0.61,31,1685,1307,0.001,50,0.05
Completed,0.7,101,2791,181,0.927,1,0.005
Completed,0.7,63,2562,209,0.001,1,0.05
Completed,0.59,19,1445,2152,0.999,26,0.01
Completed,0.54,10,1266,4560,0.001,14,0.01
Completed,0.53,8,440,5000,0.999,1,0.01
Completed,0.58,12,3546,3080,0.001,1,0.1
Completed,0.59,22,3605,2881,0.999,50,0.005
Completed,0.57,13,3179,2426,0.523,50,0.005
Completed,0.55,10,449,3463,0.999,50,0.005
Completed,0.56,16,919,2870,0.999,12,0.005
Completed,0.54,12,4417,4514,0.999,1,0.005
Completed,0.65,44,1068,558,0.001,1,0.01
Completed,0.59,34,1301,1418,0.999,50,0.001
Completed,0.57,13,1382,3870,0.001,50,0.025
Completed,0.69,53,2502,240,0.999,1,0.05
Completed,0.59,28,3595,1929,0.999,50,0.01
Completed,0.6,25,1364,1659,0.001,1,0.25
Completed,0.53,11,3637,4377,0.001,50,0.1
Completed,0.54,9,3813,5000,0.001,1,0.01
Completed,0.6,24,1197,1383,0.001,49,0.01
Completed,0.59,27,1050,1157,0.001,50,0.1
Completed,0.6,48,3636,1156,0.001,1,0.001
Completed,0.51,13,1080,3687,0.001,1,0.001
Completed,0.59,16,1227,2682,0.001,1,0.025
Completed,0.6,22,4750,2006,0.999,1,0.25
Completed,0.69,69,2790,223,0.001,1,0.05
Completed,0.59,26,3614,1742,0.001,1,0.25
Completed,0.52,10,3777,1,0.001,1,0.1
Completed,0.68,76,1641,481,0.999,1,0.05
Completed,0.64,56,3595,499,0.001,50,0.1
Completed,0.72,145,1749,123,0.001,1,0.05
Completed,0.56,11,1507,4068,0.001,50,0.05
Completed,0.69,93,1579,376,0.001,1,0.05
Completed,0.62,23,1528,1828,0.001,1,0.1
Completed,0.67,65,1532,429,0.001,1,0.001
Completed,0.74,150,2841,84,0.001,50,0.1
Completed,0.59,19,1291,2859,0.999,1,0.001
Completed,0.6,18,1508,2476,0.999,1,0.1
Completed,0.52,9,2798,1,0.001,1,0.1
Completed,0.58,17,1505,2266,0.001,50,0.1
Completed,0.74,106,2781,107,0.001,1,0.25
Completed,0.73,103,2748,115,0.001,1,0.25
Completed,0.57,19,3819,2705,0.001,50,0.1
Completed,0.71,111,1735,205,0.001,1,0.25
Completed,0.69,109,1614,219,0.001,1,0.1
Completed,0.52,8,1,2660,0.999,1,0.005
Completed,0.58,21,1917,3129,0.001,50,0.025
Completed,0.52,7,2030,3132,0.001,50,0.1
Completed,0.72,76,2649,141,0.001,1,0.25
Completed,0.6,29,1977,1662,0.001,50,0.1
Completed,0.58,12,1018,3375,0.001,1,0.1
Completed,0.6,14,2389,1389,0.999,50,0.1
Completed,0.52,9,1,4818,0.999,43,0.1
Completed,0.55,10,3584,4699,0.001,1,0.001
Completed,0.56,11,4299,4136,0.001,1,0.1
Completed,0.62,30,4368,1704,0.999,1,0.1
Completed,0.55,13,645,3472,0.999,50,0.1
Completed,0.62,29,1559,1504,0.001,50,0.1
Completed,0.69,95,2877,227,0.001,1,0.001
Completed,0.52,7,1,4241,0.001,1,0.01
Completed,0.56,51,4105,1101,0.999,1,0.1
Completed,0.69,64,1266,452,0.999,50,0.1
Completed,0.59,18,3352,2118,0.001,1,0.1
Completed,0.58,15,963,2026,0.001,1,0.1
Completed,0.64,32,1127,1174,0.999,1,0.25
Completed,0.6,18,1103,2734,0.999,1,0.1
Completed,0.53,9,1345,4385,0.001,50,0.1
Completed,0.68,90,1328,246,0.999,1,0.05
Completed,0.58,26,5000,2171,0.999,50,0.1
Completed,0.58,15,1331,3312,0.001,50,0.01
Completed,0.6,25,1630,1730,0.001,1,0.01
Completed,0.59,17,1391,2591,0.999,1,0.1
Completed,0.59,13,1236,3086,0.999,1,0.005
Completed,0.54,10,3773,4799,0.001,1,0.1
Completed,0.71,79,2635,164,0.001,1,0.25
Completed,0.62,30,3502,1353,0.999,50,0.1
Completed,0.58,14,3892,3249,0.001,50,0.05
Completed,0.54,9,3009,4753,0.001,50,0.01
Completed,0.67,76,4099,467,0.001,1,0.01
Completed,0.53,8,2118,2534,0.001,50,0.1
Completed,0.71,85,2682,166,0.001,1,0.1
Completed,0.55,11,1992,4244,0.999,1,0.1
Completed,0.58,13,1287,3039,0.999,50,0.01
Completed,0.59,17,4455,3350,0.999,50,0.001
Completed,0.71,126,4484,240,0.001,1,0.01
Completed,0.6,37,1859,1580,0.999,1,0.01
Completed,0.59,43,4477,1458,0.999,50,0.1
Completed,0.62,31,4125,1675,0.999,50,0.25
Completed,0.6,13,701,2093,0.001,50,0.01
Completed,0.55,9,2434,4272,0.001,50,0.1
Completed,0.61,30,3533,1312,0.001,50,0.25
Completed,0.62,30,1165,1234,0.999,50,0.005
Completed,0.56,14,3946,3661,0.001,50,0.025
Completed,0.73,75,2668,139,0.001,1,0.1
Completed,0.53,10,3571,4605,0.001,1,0.1
Completed,0.62,25,1140,1218,0.001,1,0.01
Completed,0.58,17,4217,3422,0.001,50,0.1
Completed,0.65,73,1256,429,0.001,50,0.001
Completed,0.6,17,1106,2760,0.001,50,0.1
Completed,0.57,16,1185,2398,0.999,1,0.025
Completed,0.55,13,1189,3936,0.001,1,0.1
Completed,0.53,10,1243,4721,0.001,50,0.1
Completed,0.56,16,3840,3567,0.999,1,0.1
Completed,0.58,10,882,3239,0.001,1,0.001
Completed,0.66,73,1317,481,0.999,1,0.005
Completed,0.62,62,5000,701,0.001,1,0.1
Completed,0.57,11,5000,3992,0.001,50,0.1
Completed,0.54,10,396,2160,0.001,1,0.005
Completed,0.59,12,896,3310,0.999,1,0.25
Completed,0.58,14,1051,3053,0.999,1,0.05
Completed,0.53,8,1083,4675,0.001,1,0.01
Completed,0.72,110,3300,190,0.001,1,0.25
Completed,0.63,60,5000,615,0.001,50,0.1
Completed,0.58,20,1008,2567,0.999,50,0.01
Completed,0.55,18,4490,3769,0.999,1,0.1
Completed,0.67,51,1321,465,0.001,50,0.1
Completed,0.62,39,1159,741,0.001,1,0.05
Completed,0.53,20,1006,1951,0.001,50,0.05
Completed,0.55,13,1263,3951,0.999,50,0.005
Completed,0.58,19,3649,2065,0.001,50,0.005
Completed,0.52,8,2003,3752,0.001,50,0.1
Completed,0.74,100,2683,150,0.001,1,0.25
Completed,0.56,20,1122,3854,0.999,50,0.1
Completed,0.59,14,3517,3018,0.001,50,0.05
Completed,0.72,126,4244,250,0.001,1,0.1
Completed,0.73,129,2915,139,0.999,1,0.25
Completed,0.61,58,1242,582,0.999,50,0.1
Completed,0.72,91,2700,145,0.001,1,0.025
Completed,0.59,18,1322,2948,0.001,50,0.1
Completed,0.61,36,4426,1729,0.999,50,0.005
Completed,0.59,14,1120,3098,0.999,50,0.005
Completed,0.6,17,3167,2192,0.001,1,0.05
Completed,0.68,57,1288,432,0.001,50,0.25
Completed,0.59,16,844,2122,0.999,50,0.025
Completed,0.56,17,1176,2475,0.999,50,0.01
Completed,0.54,12,1736,4365,0.999,1,0.1
Completed,0.59,24,1206,1529,0.001,50,0.01
Completed,0.6,32,4404,1666,0.001,1,0.01
Completed,0.57,9,1424,4149,0.001,1,0.25
Completed,0.58,16,3580,2663,0.001,1,0.005
Completed,0.54,11,1198,4521,0.999,50,0.005
Completed,0.57,11,1086,3418,0.001,1,0.05
Completed,0.6,20,991,2767,0.999,50,0.025
Completed,0.63,31,3564,1298,0.001,50,0.1
Completed,0.6,14,3072,2139,0.001,1,0.01
Completed,0.58,13,968,2596,0.001,50,0.005
Completed,0.67,76,1171,346,0.999,50,0.05
Completed,0.59,15,747,2085,0.999,1,0.025
Completed,0.57,11,1297,4158,0.999,50,0.01
Completed,0.67,68,1297,465,0.001,1,0.005
Completed,0.59,15,1584,3011,0.001,1,0.25
Completed,0.62,33,1152,1166,0.001,1,0.05
Completed,0.56,14,2011,2374,0.999,50,0.001
Completed,0.59,13,3720,3333,0.001,50,0.01
Completed,0.71,176,4407,233,0.999,1,0.25
Completed,0.59,22,3223,2229,0.999,1,0.005
Completed,0.73,120,1843,186,0.001,1,0.1
Completed,0.61,21,1490,1789,0.001,1,0.1
Completed,0.61,29,1129,1158,0.001,50,0.01
Completed,0.57,12,860,3381,0.001,50,0.25
Completed,0.56,23,2828,1622,0.999,1,0.1
Completed,0.57,18,1118,2534,0.999,1,0.005
Completed,0.55,9,1333,4204,0.001,1,0.005
Completed,0.62,23,1546,1797,0.999,50,0.001
Completed,0.52,14,3091,3652,0.001,1,0.005
Completed,0.67,67,1294,460,0.001,1,0.25
Completed,0.7,116,4578,255,0.001,1,0.005
Completed,0.56,11,3464,3907,0.001,1,0.005
Completed,0.58,11,1068,3184,0.001,1,0.025
Completed,0.54,15,4245,4785,0.999,1,0.01
Completed,0.52,11,1,4400,0.999,50,0.05
Completed,0.62,34,3505,1292,0.001,1,0.01
Completed,0.58,14,1259,2394,0.001,1,0.005
Completed,0.57,17,1364,4136,0.999,1,0.1
Completed,0.64,58,4853,757,0.001,1,0.01
Completed,0.58,16,1507,3007,0.001,50,0.005
Completed,0.52,7,1,3722,0.001,1,0.005
Completed,0.58,27,5000,3014,0.001,50,0.1
Completed,0.71,128,2801,128,0.001,1,0.01
Completed,0.64,93,4639,649,0.001,50,0.01
Completed,0.59,33,3394,2717,0.999,50,0.005
Completed,0.65,33,1267,1241,0.999,17,0.1
Completed,0.56,9,1869,4182,0.001,50,0.005
Completed,0.67,107,4559,329,0.001,50,0.1
Completed,0.67,71,3562,379,0.999,50,0.25
Completed,0.51,6,2054,4412,0.001,1,0.005
Completed,0.59,14,1091,3277,0.999,1,0.005
Completed,0.55,13,5000,4229,0.999,1,0.1
Completed,0.65,32,1250,1224,0.999,1,0.005
Completed,0.58,23,4022,3272,0.999,1,0.1
Completed,0.63,32,1286,1235,0.001,1,0.001
Completed,0.55,11,4160,4195,0.001,50,0.1
Completed,0.58,17,5000,3409,0.999,1,0.1
Completed,0.69,114,1469,228,0.001,1,0.1
Completed,0.55,10,954,3822,0.001,1,0.025
Completed,0.7,126,1782,192,0.001,1,0.025
Completed,0.53,11,2452,3906,0.001,1,0.1
Completed,0.6,25,1613,1788,0.999,25,0.005
Completed,0.56,11,5000,4045,0.999,1,0.1
Completed,0.63,28,1290,1237,0.999,50,0.1
Completed,0.66,58,1316,456,0.001,1,0.025
Completed,0.61,28,3246,1377,0.999,1,0.1
Completed,0.69,127,4252,251,0.999,1,0.005
Completed,0.7,158,4555,254,0.999,1,0.01
Completed,0.56,11,4149,4038,0.001,42,0.1
Completed,0.54,9,3849,4938,0.001,50,0.1
Completed,0.58,11,1092,3116,0.001,1,0.01
Completed,0.6,30,1269,1308,0.001,50,0.1
Completed,0.59,23,5000,2528,0.999,50,0.1
Completed,0.58,20,1645,2308,0.001,7,0.01
Completed,0.64,32,5000,1687,0.999,36,0.1
Completed,0.72,129,2883,110,0.725,50,0.05
Completed,0.57,14,3679,3565,0.001,1,0.005
Completed,0.63,29,1220,1171,0.999,1,0.005
Completed,0.6,18,927,2165,0.999,50,0.005
Completed,0.54,11,4071,4868,0.999,1,0.005
Completed,0.68,118,1622,228,0.001,1,0.05
Completed,0.56,13,1326,3858,0.001,50,0.005
Completed,0.72,163,3832,172,0.274,13,0.25
Completed,0.61,16,1089,2719,0.001,1,0.25
Completed,0.68,80,1231,361,0.714,1,0.001
Completed,0.66,53,1246,483,0.432,1,0.001
Completed,0.67,55,1266,472,0.42,1,0.025
Completed,0.65,26,1226,1211,0.001,1,0.25
Completed,0.6,21,1530,1760,0.001,50,0.01
Completed,0.63,30,1232,1166,0.999,50,0.25
Completed,0.59,23,1398,1869,0.999,50,0.005
Completed,0.65,33,1236,1220,0.001,1,0.05
Completed,0.64,30,1535,1426,0.999,50,0.005
Completed,0.74,87,2792,121,0.001,1,0.05
Completed,0.64,60,1274,468,0.001,1,0.05
Completed,0.61,15,1013,2134,0.001,50,0.001
Completed,0.61,16,996,2136,0.001,1,0.01
Completed,0.59,16,1044,2717,0.999,1,0.001
Completed,0.58,16,3122,2693,0.999,50,0.05
Completed,0.7,129,1736,215,0.999,1,0.005
Completed,0.6,29,3916,1963,0.001,50,0.005
Completed,0.61,19,1098,2120,0.001,1,0.25
Completed,0.6,15,974,2125,0.001,50,0.01
Completed,0.58,13,3306,3014,0.001,1,0.05
Completed,0.53,10,1041,4590,0.001,50,0.025
Completed,0.56,12,1289,3875,0.001,50,0.01
Completed,0.6,17,990,2127,0.001,1,0.001
Completed,0.62,39,1225,1205,0.001,1,0.025
Completed,0.62,29,1256,1206,0.001,50,0.05
Completed,0.61,14,965,2136,0.001,1,0.1
Completed,0.64,37,1230,1178,0.999,50,0.005
Completed,0.58,12,1037,3346,0.001,50,0.005
Completed,0.61,16,1093,2720,0.001,1,0.05
Completed,0.63,28,1259,1203,0.999,1,0.25
Completed,0.59,16,3356,2835,0.001,1,0.001
Completed,0.58,13,1110,3351,0.001,1,0.01
Completed,0.64,34,5000,1686,0.999,1,0.001
Completed,0.63,29,4846,1690,0.001,4,0.25
Completed,0.58,15,1164,3155,0.001,13,0.05
Completed,0.59,19,978,2086,0.999,1,0.005
Completed,0.54,14,1982,4660,0.999,1,0.005
Completed,0.67,78,3664,408,0.001,50,0.01
